pair_ID	sentence_A	sentence_B	relatedness_score	entailment_judgment
486	İki kahverengi köpek kırmızı bir topun üzerinde savaşıyor ve çimlerde oynuyor	İki köpek küçük bir kırmızı topla oynuyor	3.8	NEUTRAL
489	Kırmızı topla oynayan köpek yok	İki Dachshunds kırmızı bir topla oynuyor	3.0	CONTRADICTION
491	Siyah beyaz köpek koşuyor ve bir kişi onun arkasında duruyor	Siyah beyaz olan köpek koşuyor ve bir kişi onun arkasında duruyor	4.9	ENTAILMENT
494	Küçük bir köpek koşuyor ve sahip olan kişi onu yakalamaya çalışıyor	Küçük bir köpek koşuyor ve sahibi onu yakalamaya çalışıyor	4.8	ENTAILMENT
496	Siyah beyaz köpek koşuyor ve bir kişi onun arkasında duruyor	Küçük bir köpek koşuyor ve sahip olan kişi onu yakalamaya çalışıyor	3.0	NEUTRAL
497	Siyah beyaz köpek koşuyor ve bir kişi onun arkasında duruyor	Küçük bir köpek yavaşlıyor ve sahibi onu kovalamayı bırakıyor	2.9	NEUTRAL
499	Siyah beyaz köpek koşmuyor ve arkasında duran kimse yok	Küçük bir köpek koşuyor ve sahibi onu yakalamaya çalışıyor	2.7	NEUTRAL
500	Siyah bir insan beyaz bir stand boyunca koşuyor ve bir köpek onun arkasında havlıyor	Küçük bir köpek koşuyor ve sahibi onu yakalamaya çalışıyor	2.5	NEUTRAL
505	Boyalı siyah gömlek giyen bir adam masada oturuyor ve gülüyor	Masada oturan ve gülen bir adam tarafından siyah bir gömlek giyiliyor	4.7	ENTAILMENT
506	Boyalı siyah gömlek giyen bir adam masada oturuyor ve gülüyor	Siyah boyalı gömlek giyen, masada oturan ve gülen bir adam yok	3.7	CONTRADICTION
507	Gülen bir adam, oturamayacağınız masaya siyah bir gömlek boyuyor	Boyalı siyah gömlek giyen bir adam masada oturuyor ve gülüyor	3.6	NEUTRAL
508	Masada oturan ve gülen bir adam tarafından siyah bir gömlek giyiliyor	Bir adam bir masada rahatça oturuyor	3.5	NEUTRAL
513	Bir adam oturuyor ve masalar rahat bir tartışma	Boyalı siyah gömlek giyen bir adam masada oturuyor ve gülüyor	2.4	NEUTRAL
514	Bir adam bir masada rahatça oturuyor	Boyalı siyah gömlek giyen bir adam masada oturuyor ve gülüyor	3.9	NEUTRAL
515	Pembe boa giyen bir kadın, yayalar için inşa edilmiş bir köprüden bisiklete biniyor	Pembe eşarp giyen bir kadın, yayalar için inşa edilmiş bir köprüden bisiklete biniyor	4.3	ENTAILMENT
516	Pembe bir boa çıkaran bir kadın, bisikletini yayalar için inşa edilmiş bir köprüde durduruyor	Pembe boa giyen bir kadın, yayalar için inşa edilmiş bir köprüden bisiklete biniyor	3.7	NEUTRAL
522	Pembe boa giyen bir kadın, yayalar için inşa edilmiş bir köprüden bisiklete biniyor	Gümüş pantolon, pembe çan dipleri ve pembe eşarp giyen kadın bisiklete binmiyor	2.6	NEUTRAL
524	Pembe eşarp giyen bir kadın, yayalar için inşa edilmiş bir köprüden bisiklete biniyor	Gümüş pantolon, pembe çanbottomlar ve pembe eşarp giyen kadın bisiklete biniyor	3.7	NEUTRAL
527	Pembe boa giyen bir kadın, yayalar için inşa edilmiş bir köprüden bisiklete biniyor	Gümüş pantolon, pembe çanbottomlar ve pembe eşarp giyen kadın bisiklete biniyor	2.5	NEUTRAL
528	Bisiklet süren bir kişi, siyah olan dişli giyiyor	Bir motorcu siyah olan dişli giyiyor	4.7	ENTAILMENT
529	Bir bisikletçi çıplak	Bir motorcu siyah olan dişli giyiyor	3.315	CONTRADICTION
531	Bir bisikleti iten bir adam tarafından siyah bir kask giyiliyor	Bir adam siyah kask takıyor ve bisiklet itiyor	4.8	ENTAILMENT
535	Bir motorcu siyah olan dişli giyiyor	Siyah kask giyen ve bisiklet iten bir adam yok	2.7	NEUTRAL
538	Bir adam siyah kask takıyor ve bisiklet itiyor	Bir bisikletçi çıplak	2.6	NEUTRAL
541	Gri bir tişörtlü adam şelalenin önünde bir kaya üzerinde oturuyor	T-shirt boyalı gri adam bir şelalenin önünde bir kaya üzerinde oturuyor	4.9	ENTAILMENT
542	Gri bir tişörtlü adam şelalenin önünde bir kaya üzerinde oturuyor	Şelalenin önünde bir kaya üzerinde oturan gri bir tişört içinde adam yok	3.5	CONTRADICTION
545	Bir kadın ayakta duruyor ve şelaleye bakmıyor	Bir kadın oturuyor ve şelaleye bakıyor	3.1	NEUTRAL
548	Bir kadın ayakta duruyor ve şelaleye bakmıyor	Gri bir tişörtlü adam şelalenin önünde bir kaya üzerinde oturuyor	2.5	NEUTRAL
550	T-shirt boyalı gri adam bir şelalenin önünde bir kaya üzerinde oturuyor	Bir kadın oturuyor ve şelaleye bakıyor	3.1	NEUTRAL
551	Şelalenin önünde bir kaya üzerinde oturan gri bir tişört içinde adam yok	Bir kadın oturuyor ve şelaleye bakıyor	1.9	NEUTRAL
552	Bir kadın oturuyor ve şelaleye bakıyor	Bir rocker, ön tarafta gri bir şelale üzerinde bir adam olan bir tişörtle oturuyor	2.5	NEUTRAL
555	Kahverengi ve siyah olan bir köpek, çimlerde koşuyor	Çimlerde çalışan köpek yok	3.4	CONTRADICTION
556	Siyah bir adam kahverengi çimlerde koşuyor ve bir köpek yarışıyor	Kahverengi ve siyah olan bir köpek, çimlerde koşuyor	2.5	NEUTRAL
557	Arka bahçede koyu siyah bir köpek ve açık kahverengi bir köpek çalıyor	Arka bahçede koyu siyah bir köpek ve açık kahverengi bir köpek çalıyor	4.9	ENTAILMENT
560	Arka bahçede koyu siyah bir köpek ve açık kahverengi bir köpek çalıyor	Kahverengi ve siyah olan bir köpek, çimlerde koşuyor	4.0	NEUTRAL
561	Koyu siyah bir köpek ve açık kahverengi bir köpek arka bahçede savaşıyor	Kahverengi ve siyah olan bir köpek, çimlerde koşuyor	3.6	NEUTRAL
564	Çimlerde çalışan köpek yok	Arka bahçede koyu siyah bir köpek ve açık kahverengi bir köpek çalıyor	3.1	NEUTRAL
565	Arka bahçede koyu siyah bir köpek ve açık kahverengi bir köpek çalıyor	Siyah bir adam kahverengi çimlerde koşuyor ve bir köpek yarışıyor	2.0	NEUTRAL
568	Kahverengi ve beyaz palto içeren bir köpek sığ suda oturuyor	Kahverengi ve beyaz bir kat olan bir köpek sığ sudan paça çekiyor	4.1	NEUTRAL
570	Beyaz ve kahverengi bir köpek, zorlukla suda yürüyor	Beyaz ve kahverengi bir köpek, zorlukla sudan geçiyor	4.5	ENTAILMENT
581	Bir grup erkek odundan yapılmış büyük bir kapının önünde sessizdir	Bir grup erkek, ahşaptan yapılmış büyük bir kapının önünde bir topla oynuyor	3.5	NEUTRAL
586	Çocuklar büyük bir kapının önünde oynamıyor	Bir grup erkek, ahşaptan yapılmış büyük bir kapının önünde bir topla oynuyor	3.4	NEUTRAL
587	Bir grup erkek, odundan yapılmış büyük bir kapının önünde bir topla oynuyor	Çocuklar büyük bir kapının önünde oynuyor	3.4	ENTAILMENT
588	Çocuklar büyük bir kapının önünde oynuyor	Bir grup erkek odundan yapılmış büyük bir kapının önünde sessizdir	3.4	NEUTRAL
597	Siyah, kırmızı, beyaz ve pembe bir elbise bir kadın tarafından giyiliyor	Bir kadın çok büyük bir pelerin çıkarıyor ve abartılı kıyafetleri ortaya çıkarıyor	2.8	NEUTRAL
599	Bir kadın çok büyük bir pelerin çıkarıyor ve abartılı bir elbiseyi ortaya çıkarıyor	Siyah, kırmızı, beyaz ve pembe bir elbise bir kadın tarafından giyiliyor	3.4	NEUTRAL
601	Bir genç kız kırmızı olan boncukları saklıyor	Bir genç kız kırmızı olan boncuklar giyiyor	3.8	NEUTRAL
603	Açık kahverengi saçlı genç bir bayan kırmızı kolye, sweatshirt ve küpeler giyiyor ve gülümsüyor	Açık kahverengi saçlı genç yaşta bir bayan, kırmızı kolye, sweatshirt ve küpeler giyiyor ve gülümsüyor	5.0	ENTAILMENT
604	Açık kahverengi saçlı genç bir bayan kırmızı kolye, sweatshirt ve küpeler giyiyor ve gülümsüyor	Kırmızı kolye, sweatshirt ve küpeler giyen ve gülümseyen açık kahverengi saçlı genç bir bayan yok	3.7	CONTRADICTION
605	Açık kahverengi saçlı genç bir bayan kırmızı kolye, sweatshirt ve küpeler giyiyor ve gülümsüyor	Üzerinde gülümseyen bir bayan bulunan kırmızı bir sweatshirt, açık kahverengi saçlar, küpeler ve kolye ile giyilmek için uygundur	3.3	NEUTRAL
606	Açık kahverengi saçlı genç yaşta bir bayan, kırmızı kolye, sweatshirt ve küpeler giyiyor ve gülümsüyor	Bir genç kız kırmızı olan boncuklar giyiyor	3.1	NEUTRAL
609	Açık kahverengi saçlı genç bir bayan kırmızı kolye, sweatshirt ve küpeler giyiyor ve gülümsüyor	Genç kız kırmızı olan boncuklar giyiyor	2.4	NEUTRAL
611	Kız kırmızı seviyor ve gençler için boncuk giymiyor	Açık kahverengi saçlı genç bir bayan kırmızı kolye, sweatshirt ve küpeler giyiyor ve gülümsüyor	2.3	NEUTRAL
617	Korkulu küçük bir çocuk tırmanma duvarında	Korkulu küçük bir çocuk yerde	3.4	NEUTRAL
621	Bir çocuk tırmanma için yapay olarak inşa edilmiş bir duvara tırmanıyor ve bir ipe bağlı	Tırmanan bir çocuk korkulu kediyi duvardan kurtarır	2.2	NEUTRAL
622	Korkulu küçük bir çocuk tırmanma duvarında	Bir çocuk zahmetsizce tırmanma için yapay olarak inşa edilmiş bir duvara tırmanıyor ve bir ipe bağlı	4.1	NEUTRAL
625	Bir çocuk tırmanma için yapay olarak inşa edilmiş bir duvara tırmanıyor ve bir ipe bağlı	Korkulu küçük bir çocuk tırmanma duvarında	3.9	NEUTRAL
626	Bir baba kızını yüzme havuzuna fırlatıyor	Bir baba kızı bir yüzme havuzunda fırlatıyor	4.8	ENTAILMENT
628	Bir baba kızlarının lansmanı sırasında yüzme havuzunda	Bir baba kızı bir yüzme havuzunda fırlatıyor	3.2	NEUTRAL
629	Adam bir çocuğu okyanusa yakın yüzme havuzuna atıyor	Bir adam bir çocuğu okyanusa yakın yüzme havuzuna atıyor	4.8	ENTAILMENT
631	Adam bir çocuğu okyanusa yakın yüzme havuzuna atıyor	Okyanusta yüzen bir çocuk havuza, adamın yakınında bir madeni para fırlatıyor	2.2	NEUTRAL
632	Bir adam bir çocuğu okyanusa yakın yüzme havuzuna atıyor	Bir baba kızı bir yüzme havuzunda fırlatıyor	3.9	NEUTRAL
634	Okyanusta yüzen bir çocuk havuza, adamın yakınında bir madeni para fırlatıyor	Bir baba kızı bir yüzme havuzunda fırlatıyor	1.6	NEUTRAL
637	Bir baba kızlarının lansmanı sırasında yüzme havuzunda	Adam bir çocuğu okyanusa yakın yüzme havuzuna atıyor	2.515	NEUTRAL
638	Bir baba kızı bir yüzme havuzunda fırlatıyor	Adam bir çocuğu okyanusa yakın yüzme havuzuna atıyor	3.8	NEUTRAL
641	Sosyal tırmanıcı bir adamı ip ile uçuruma bağlıyor	Bir adam iple uçuruma tırmanıyor	3.1	NEUTRAL
643	Bir kişi bir ip ile bir kayanın önünde duruyor, bu da pembe	Bir kişi bir iple kaya tırmanıyor, bu da pembe	3.9	NEUTRAL
645	Bir kaya ipi olan bir kişi tarafından tırmanıyor, bu da pembe	Bir adam iple uçuruma tırmanıyor	4.3	ENTAILMENT
646	Bir adam iple uçuruma tırmanıyor	Bir kişi bir ip ile bir kayanın önünde duruyor, bu da pembe	3.4	NEUTRAL
648	Bir kişi bir iple kaya tırmanıyor, bu da pembe	Bir adam uçurumun iple tırmanıyor	4.1	ENTAILMENT
649	Bir kişi bir iple kaya tırmanıyor, bu da pembe	Bir adam bir iple uçurumdan iniyor	2.8	NEUTRAL
650	Bir kişi bir iple kaya tırmanıyor, bu da pembe	Sosyal tırmanıcı bir adamı ip ile uçuruma bağlıyor	2.685	NEUTRAL
653	Genç bir çocuk kayadan yapılmış bir duvara tırmanmıyor	Genç çocuk kayadan yapılmış duvara tırmanıyor	4.1	CONTRADICTION
655	Küçük bir çocuk iç mekanda bir kaya tırmanma duvarına tırmanıyor	Genç bir çocuk iç mekanda bir kaya tırmanma duvarına tırmanıyor	4.7	ENTAILMENT
657	Küçük bir çocuk iç mekanda bir kaya tırmanma duvarına tırmanıyor	Bir çocuk, bir kaya duvarındaki bazı genç dağcılar hakkında bir program izliyor.	3.2	NEUTRAL
660	Bir çocuk, bir kaya duvarındaki bazı genç dağcılar hakkında bir program izliyor.	Genç çocuk kayadan yapılmış duvara tırmanıyor	3.4	NEUTRAL
661	Bir genç çocuk kayadan yapılmış bir duvara tırmanıyor	Küçük bir çocuk iç mekanda bir kaya tırmanma duvarına tırmanıyor	4.3	NEUTRAL
663	Genç bir tırmanıcı erkekler için bir kaya duvarı yapıyor	Küçük bir çocuk iç mekanda bir kaya tırmanma duvarına tırmanıyor	2.9	NEUTRAL
668	Bisikletçi havada bir numara yapıyor	Bisikletçi havada bir numara yapmıyor	3.8	CONTRADICTION
671	Bir adam havada bisiklet hilesi yapıyor	Bisikletçi havada bir numara yapmıyor	2.9	NEUTRAL
672	Bir adam havada bisiklet hilesi yapıyor	Hava, performans gösteren bir bisikletçiyi kandırıyor	3.0	NEUTRAL
676	Siyah ve beyaz bir köpek, sokakta birbirlerine bakıyor	Siyah olan bir köpek ve beyaz olan diğeri sokakta birbirlerine bakıyor	4.9	ENTAILMENT
678	Siyah ve beyaz bir köpek, sokakta birbirlerine bakıyor	Bir beyaz köpek Black Street'e bakıyor	3.1	NEUTRAL
679	Farklı ırklardan iki köpek, bir sokakta birbirlerine öfkeyle bakıyor	Bir sokakta farklı ırklardan iki köpek birbirine bakıyor	4.6	ENTAILMENT
680	Bir sokakta farklı ırklardan iki köpek birbirine bakıyor	Bir sokakta birbirlerine bakan farklı ırklardan köpek yok	3.9	CONTRADICTION
685	Siyah olan bir köpek ve beyaz olan diğeri sokakta birbirlerine bakıyor	Bir sokakta farklı ırklardan iki köpek birbirine bakıyor	4.1	NEUTRAL
690	Muhtemelen çam olan bir ağacın yanındaki bir köpek, bir kova düşürüyor	Muhtemelen çam olan bir ağacın yanındaki bir köpek, bir kova ısırıyor	3.4	NEUTRAL
691	Muhtemelen çam olan bir ağacın yanındaki bir köpek, bir kova ısırıyor	Kovadaki bir köpek, muhtemelen çam olan bir ağacı ısırıyor	3.2	NEUTRAL
692	Tüylü ve siyah olan bir köpek arka bahçede ve ağzında bir sepet taşıyor.	Tüylü ve siyah olan bir köpek arka bahçede ve ağzında bir sepet taşıyor	5.0	ENTAILMENT
693	Tüylü ve siyah olan bir köpek arka bahçede ve ağzında bir sepet taşıyor	Arka bahçede, ağzında bir sepet taşıyan tüylü ve siyah olan köpek yoktur.	3.7	CONTRADICTION
696	Muhtemelen çam olan bir ağacın yanındaki bir köpek, bir kova ısırıyor	Arka bahçede, ağzında bir sepet taşıyan tüylü ve siyah olan köpek yoktur.	3.2	NEUTRAL
697	Arka bahçedeki bir köpek, ağzındaki bir sepette siyah kürk taşıyor.	Muhtemelen çam olan bir ağacın yanındaki bir köpek, bir kova ısırıyor	3.4	NEUTRAL
699	Tüylü ve siyah olan bir köpek arka bahçede ve ağzında bir sepet taşıyor	Muhtemelen çam olan bir ağacın yanındaki bir köpek, bir kova düşürüyor	2.8	NEUTRAL
702	Büyük boyutlu iki kişi bir park bankında oturuyor ve aralarında bir şişe soda var	İki büyük kişi bir park bankında oturuyor ve aralarında bir şişe soda var	4.7	ENTAILMENT
703	İki büyük kişi bir park bankında oturuyor ve aralarında bir şişe soda var	İki büyük kişi bir park bankının yanında duruyor ve aralarında hiçbir şey yok	4.1	CONTRADICTION
704	İki büyük park bankında oturan bir kişi ve aralarında bir şişe soda var	İki büyük kişi bir park bankında oturuyor ve aralarında bir şişe soda var	3.7	ENTAILMENT
709	Bir erkek ve bir kadın bankta rahatça oturuyor	Büyük boyutlu iki kişi bir park bankında oturuyor ve aralarında bir şişe soda var	3.3	NEUTRAL
715	Adam liderlik için yarışıyor	Bir adam yarışa liderlik ediyor	3.7	NEUTRAL
722	Bir yarışmada birkaç adam dışarıda koşuyor	Bir adam yarışa liderlik ediyor	3.1	NEUTRAL
723	Bir adam yarışın arkasını getiriyor	Bir yarışmada birkaç adam dışarıda koşuyor	3.7	NEUTRAL
725	Bir yarışmada birkaç adam dışarıda koşuyor	Bir adam yarışa liderlik ediyor	3.8	NEUTRAL
727	Kameralı bir adam konuyu inceliyor	Konuyu inceleyen kameralı bir insan yok	3.6	CONTRADICTION
728	Kameralı bir adam konuyu inceliyor	Çalışma konusu bir kamera adamıdır	3.6	NEUTRAL
729	Boyalı mor şapkalı adam video yapan bir kamera kullanıyor	Mor şapkadaki adam video yapan bir kamera kullanıyor	4.9	ENTAILMENT
730	Mor şapkadaki adam video yapan bir kamera kullanmıyor	Mor şapkadaki adam video yapan bir kamera kullanıyor	3.4	CONTRADICTION
731	Boyalı mor şapkalı adam video yapan bir kamera kullanıyor	Kameralı bir adam konuyu inceliyor	3.4	NEUTRAL
732	Kameralı bir adam konuyu inceliyor	Mor şapkadaki adam video yapan bir kamera kullanmıyor	3.2	NEUTRAL
733	Mor şapkadaki adam video yapan bir kamera kullanıyor	Konu kameralı bir adam tarafından inceleniyor	3.6	NEUTRAL
734	Mor şapkadaki adam video yapan bir kamera kullanıyor	Konuyu inceleyen kameralı bir insan yok	3.2	NEUTRAL
735	Çalışma konusu bir kamera adamıdır	Mor şapkadaki adam video yapan bir kamera kullanıyor	2.8	NEUTRAL
736	Mor şapkadaki adam video yapan bir kamera kullanıyor	Kameralı bir adam konuyu inceliyor	3.3	NEUTRAL
737	Gelin ve damat evlilikten sonra gidiyor	Gelin ve damat düğünden sonra gidiyor	4.8	ENTAILMENT
738	Gelin ve damat düğünden sonra geliyor	Gelin ve damat düğünden sonra gidiyor	4.3	NEUTRAL
741	Evli bir çift koridorda yürüyor	Evli bir çift koridorda yürüyor	4.4	ENTAILMENT
745	Rahip bir çift evlenmek için koridorda yürüyor	Gelin ve damat düğünden sonra gidiyor	2.8	NEUTRAL
746	Gelin ve damat evlilikten sonra gidiyor	Evli bir çift koridorda yürüyor	3.6	NEUTRAL
747	Gelin ve damat düğünden sonra geliyor	Evli bir çift koridorda yürüyor	4.0	NEUTRAL
748	Evli bir çift koridorda yürüyor	Gelin düğünden sonra damattan ayrılıyor	2.6	NEUTRAL
749	Evli bir çift koridorda yürüyor	Gelin ve damat düğünden sonra gidiyor	3.4	NEUTRAL
752	Sunum bir sınıf öğrencisi tarafından izleniyor	Sunuma bir sınıf öğrencisi katılıyor	4.8	ENTAILMENT
754	Sunuma bir sınıf öğrencisi katılıyor	Bir sınıf öğrencilerle doludur	3.4	NEUTRAL
757	Sunum bir sınıf öğrencisi tarafından izleniyor	Bir sınıf boş	3.0	NEUTRAL
760	Karla kaplı bir tepedeki bir çocuk kırmızı ceket ve siyah bir şapka giyiyor ve dizlerinin üzerine kayıyor	Karla kaplı bir tepenin dibindeki bir çocuk çıplak ve dizlerinin üzerinde oturuyor	3.2	NEUTRAL
761	Karla kaplı bir tepedeki bir çocuk kırmızı ceket ve siyah bir şapka giyiyor ve dizlerinin üzerine kayıyor	Kırmızı ve siyah slayttaki bir çocuk ceket ve şapka takıyor ve karla kaplı dizleri var	3.5	NEUTRAL
762	Çocuk mutlu bir şekilde karda kayıyor	Çocuk karda kayıyor	4.5	ENTAILMENT
764	Bir kar kaydırağı çocuklarla doludur	Çocuk karda kayıyor	3.4	NEUTRAL
766	Karla kaplı bir tepedeki bir çocuk kırmızı ceket ve siyah bir şapka giyiyor ve dizlerinin üzerine kayıyor	Çocuk hala karda	3.4	ENTAILMENT
769	Çocuk karda kayıyor	Karla kaplı bir tepenin dibindeki bir çocuk çıplak ve dizlerinin üzerinde oturuyor	2.7	NEUTRAL
772	Bir kadın ve bir köpek barışçıl bir ağaç kütük üzerinde oturuyor	Bir kadın ve bir köpek bir ağaç güdük üzerinde oturuyor	4.5	ENTAILMENT
774	Yaşlı olan bir kadın, beyaz paltosu olan bir köpeğin yakınında	Yaşlı bir kadın, beyaz bir köpeğin yakınında	4.4	ENTAILMENT
777	Yaşlı bir kadın, beyaz bir köpekten uzak	Bir kadın ve bir köpek bir ağaç güdük üzerinde oturuyor	2.4	NEUTRAL
783	Bir adam çimleri sulandırıyor ve heyecanla bir köpekle oynuyor	Bir köpek heyecanla çimlerde su ile oynuyor	3.5	NEUTRAL
784	Köpek bazı damlacıklar su ısırıyor	Köpek bazı damlacıklara yapışıyor	4.5	ENTAILMENT
785	Köpek bazı damlacıklara yapışıyor	Köpek bazı damlacıklara yapışmıyor	4.0	CONTRADICTION
789	Bir köpek heyecanla çimlerde su ile oynuyor	Köpek üzerindeki damlacıklara düşen biraz su tasvir ediyor	2.9	NEUTRAL
791	Köpek bazı damlacıklara yapışıyor	Heyecanla çimlerde su ile oynayan köpek yok	3.5	NEUTRAL
792	Bir adam çimleri sulandırıyor ve heyecanla bir köpekle oynuyor	Köpek bazı damlacıklara yapışıyor	2.4	NEUTRAL
793	Köpek bazı damlacıklara yapışıyor	Bir köpek heyecanla çimlerde su ile oynuyor	4.2	NEUTRAL
796	Kamuflaj sağlayan kıyafetler giyen iki kişi karda	Bazı insanlar karda, kamuflaj sağlayan kıyafetler giyiyor	4.4	ENTAILMENT
797	Kimse karda kamuflaj sağlayan kıyafetler giymiyor	Kamuflaj sağlayan kıyafetler giyen iki kişi karda	3.3	CONTRADICTION
799	Bazı insanlar karda, kamuflaj sağlayan kıyafetler giyiyor	İki kişi karda altın katlı iki köpek yürüyor	2.7	NEUTRAL
802	Kamuflaj sağlayan kıyafetler giyen iki kişi karda	İki adam karda altın katlı iki köpek yürüyor	3.2	NEUTRAL
804	Kamuflaj sağlayan kıyafetler giyen iki kişi karda	İki kişi karda altın katlı iki köpek yürüyor	2.7	NEUTRAL
